,Title,Description,location,Status,Transaction,Furnishing,facing,Bathroom,Balcony,Car Parking,Ownership,Current Floor,Total Floors,amount,price
179,1 BHK Ready to Occupy Flat for sale Kavesar,"This exquisite 1 BHK Flat is offered for sale in Kavesar, Thane. This is one of the best properties available for resale. The ready to move flat in Kavesar is all ready for sale at a low-priced budget of INR 75 Lac. You will find it unfurnished. The property is constructed with proximity to major landmarks like behind d mart.",thane,Ready to Move,Resale,Unfurnished,East,1,3,1 Open,Freehold,10,30,7500000.0,10563.0
180,1 BHK Ready to Occupy Flat for sale in Puraniks Hometown Azad Nagar Thane West,"One can find this stunning 1 BHK flat for sale in Azad Nagar Thane West, Thane. The property is ideally located in a strategic location in Puraniks Hometown township. This is a desirable apartment for resale. The ready to move flat in Azad Nagar Thane West is all ready for sale at a low-priced budget of INR 55 Lac. It is semi-furnished to accommodate your needs. Some neighbouring landmarks are there are some unique facilities such as club house,cafeteriafood cou.",thane,Ready to Move,Resale,Semi-Furnished,East,2,0,1 Covered,Freehold,3,7,5500000.0,12557.0
181,4 BHK Ready to Occupy Flat for sale in Kalpataru Siddhachal Elite Vasant Vihar,"This ready to move-in 4 BHK flat is available for sale at the premium Vasant Vihar in Thane. Located in the Kalpataru Siddhachal Elite township, the flat enjoys access to the prime spots in the city. This flat for resale is the perfect property for you! This ready to move flat is offered at an economical price of INR 3.30 Cr. This contemporary apartment is unfurnished. Prominent landmarks in and around this locality are near vasant vihar.",thane,Ready to Move,Resale,Unfurnished,East,3,1,2 Covered,Freehold,12,19,33000000.0,15508.0
182,2 BHK Ready to Occupy Flat for sale in Dosti West County Balkum Pada,"One can find this stunning 2 BHK flat for sale in Balkum village, Thane. It is in a prime location within the Dosti West County. This flat for resale is a choice property. This ready to move property in Balkum village is readily available within an affordable cost of INR 1.30 Cr. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",thane,Ready to Move,Resale,Unfurnished,East,2,3,0,Freehold,15,30,13000000.0,14444.0
183,2 BHK Ready to Occupy Flat for sale Kalyan East,"Kalyan East, Thane has an appealing 2 BHK flat for sale with various amenities. This flat is available as a resale property. The ready to move flat in the prime area of Kalyan East is available at a reasonable price of INR 44 Lac. The flat is semi-furnished and is suitable for any family size.",thane,Ready to Move,Resale,Semi-Furnished,Unknown,4,0,0,Unknown,3,4,4400000.0,4000.0
184,1 BHK Ready to Occupy Flat for sale in Lodha Splendora Bhayandarpada,"This exquisite 1 BHK Flat is offered for sale in Bhayandarpada, Thane. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Lodha Splendora. This flat for resale is the perfect property for you! This ready to move flat in Bhayandarpada comes at an affordable price of INR 58 Lac. This contemporary apartment is unfurnished. Some nearby landmarks are at lodha, our passion is to create landmarks that meet global standard.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,10,31,5800000.0,11717.0
185,4 BHK Ready to Occupy Flat for sale in Lodha Luxuria Balkum Pada,"This ready to move-in 4 BHK flat is available for sale at the premium Balkum village in Thane. It is based at Lodha Luxuria complex, that occupies a prominent place in the locality. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move property in Balkum village is readily available within an affordable cost of INR 2.95 Cr. You will find it furnished. Landmarks near the apartment include majwada thane west.",thane,Ready to Move,Resale,Furnished,East,4,1,2 Covered,Freehold,1,29,29500000.0,13111.0
186,1 BHK Ready to Occupy Flat for sale in Tharwani Vedant Nakshatra Badlapur,"This beautiful 1 BHK Flat is available for sale in Badlapur, Thane. This flat is situated within the renown township of Tharwani Vedant Nakshatra. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Badlapur comes at an affordable price of INR 30 Lac. This immaculate flat boasts of coming in semi-furnished form which takes the entire deal to the next level.",thane,Ready to Move,Resale,Semi-Furnished,East,1,0,0,Co-operative Society,4,7,3000000.0,6787.0
187,1 BHK Ready to Occupy Flat for sale Dombivli East,"Carefully laid out in the prime location of Dombivli East in Thane, this spacious 1 BHK flat on sale is a meticulously planned project. This flat for resale is just the type of property you have been searching for! The ready to move flat in Dombivli East is all ready for sale at a low-priced budget of INR 56 Lac. The apartment is unfurnished. The property is constructed with proximity to major landmarks like raj kamal super market.",thane,Ready to Move,Resale,Unfurnished,Unknown,1,2,0,Freehold,3,6,5600000.0,8058.0
188,2 BHK Ready to Occupy Flat for sale in Acura Manpada Thane West,"Discover this immaculate 2 BHK flat for sale at the pristine Manpada Thane West in Thane. Situated in the Acura township, it has a prime location. This flat is an attractive property for resale. This ready to move flat in Manpada Thane West comes at an affordable price of INR 1.15 Cr. The flat is available in unfurnished condition. near eastern express highway majiwada thane are some major landmarks near the apartment.",thane,Ready to Move,Resale,Unfurnished,East,2,1,1 Covered,Freehold,24,32,11500000.0,11942.0
189,3 BHK Ready to Occupy Flat for sale Rambaug Lane Number 4,"This beautiful 3 BHK Flat is available for sale in Rambaug Lane Number 4, Thane. This apartment is a property of choice for sale. This ready to move flat in Rambaug Lane Number 4 can be taken at a very economical pricing of INR 1.30 Cr. It is furnished to accommodate your needs. Prominent landmarks in and around this locality are near ganpati mandir, rambaug, kalyan west..",thane,Ready to Move,New Property,Furnished,North,2,1,1 Covered,Freehold,4,7,13000000.0,10400.0
190,2 BHK Ready to Occupy Flat for sale Pokhran Road,"Carefully laid out in the prime location of Pokhran Road in Thane, this spacious 2 BHK flat on sale is a meticulously planned project. This apartment is a property of choice for sale. This ready to move flat is offered at an economical price of INR 1.90 Cr. The flat is sold in semi-furnished condition. The flat is in close proximity to prominent landmarks like majiwada.",thane,Ready to Move,New Property,Semi-Furnished,East,2,2,1 Covered,Freehold,16,22,19000000.0,14615.0
191,2 BHK Ready to Occupy Flat for sale in Tata Amantra Kalyan,"This attractive 2 BHK apartment can be found for sale in Kalyan, Thane. Situated in the Tata Amantra township, it has a prime location. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This ready to move flat in Kalyan comes at an affordable price of INR 61 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities. Prominent landmarks in and around this locality are opposite lifeline hospital near kalyan bhiwandi bypass nashik highway char rasta.",thane,Ready to Move,Resale,Unfurnished,South -West,2,1,0,Freehold,19,24,6100000.0,5254.0
192,1 BHK Ready to Occupy Flat for sale in Sukur Sapphire Ghodbunder Road,"This gorgeous 1 BHK Flat is available for sale in Ghodbunder Road, Thane. This flat is situated within the renown township of Sukur Sapphire. This flat for resale is the perfect property for you! This ready to move flat in Ghodbunder Road comes at an affordable price of INR 58 Lac. The flat is uniquely designed to enhance the living style. It is unfurnished, studded with all the basic facilities.",thane,Ready to Move,Resale,Unfurnished,Unknown,2,3,0,Unknown,7,19,5800000.0,6988.0
193,1 BHK Ready to Occupy Flat for sale Wagle Industrial Estate,"Wagle Industrial Estate, Thane has an attractive 1 BHK Flat for sale. This flat is available as a resale property. This ready to move flat in Wagle Industrial Estate is available for a reasonable price of INR 48 Lac. The apartment is semi-furnished. Some neighbouring landmarks are st lawrence school and junior college.",thane,Ready to Move,Resale,Semi-Furnished,North,1,0,0,Unknown,0,0,4800000.0,12973.0
194,1 BHK Ready to Occupy Flat for sale Thakurli,"This exquisite 1 BHK Flat is offered for sale in Thakurli, Thane. This flat all equipped with required facilities, is up for sale. You can buy this ready to move flat in Thakurli at a reasonable price of INR 43 Lac. It is a semi-furnished apartment. This 1 BHK flat boasts of being in close proximity to significant landmarks like thakurli station 12 min walking distance. that enhance the overall living experience.",thane,Ready to Move,New Property,Semi-Furnished,East,1,1,1 Open,Freehold,14,23,4300000.0,6408.0
195,2 BHK Ready to Occupy Flat for sale in Hiranandani Estate Villa Royale Hiranandani Estate,"Carefully laid out in the prime location of Hiranandani Estate in Thane, this spacious 2 BHK flat on sale is a meticulously planned project. This flat is placed in a marvellous location within the Hiranandani Estate Villa Royale complex. Your hunt for the perfect apartment for resale comes to an end here. Located in Hiranandani Estate, this ready to move apartment is sold at a fair selling price of INR 1.65 Cr. The flat is sold in semi-furnished condition. Some of the landmarks in the vicinity include a 2 bhk flat in villaroyal hiranandani estate, mumbai thane is available for sale. this ready to move property is 15 year old. this is a semifurnished flat.::::it has 2 bathrooms.::::the furnishings include.::::::::this flat has a super built up area of 999 sq. ft. the carpet area for the same is 750 sq. ft.:::: it has marble flooring. this main road, club, parkgarden and pool overlooking flat is on the 9th floor of 14 floors. it also has a pooja room. the flat is fengshuivaastu compliant. it is equipped with certain features such as water purifier and pipedgas. the society offers amenities such as club hous.",thane,Ready to Move,Resale,Semi-Furnished,North - East,2,0,1 Open,Freehold,5,14,16500000.0,16517.0
196,2 BHK Ready to Occupy Flat for sale in Samrin Heritage Panch Pakhdi,"This exquisite 2 BHK Flat is offered for sale in Panch Pakhdi, Thane. Strategically situated in the Samrin Heritage site, it is placed at a prime location. This flat is available as a sale property. Located in Panch Pakhdi, this ready to move apartment is sold at a fair selling price of INR 1.59 Cr. The handing over of this property has been made available on Jun '23. It is unfurnished to accommodate your needs. This 2 BHK flat boasts of being in close proximity to significant landmarks like viviana mall,jupiter hospital,korum mall that enhance the overall living experience.",thane,Ready to Move,New Property,Unfurnished,North - East,2,1,1 Covered,Freehold,2,29,15900000.0,22053.0
197,2 BHK Ready to Occupy Flat for sale in And Forever City Diva,"One can find this stunning 2 BHK flat for sale in Diva, Thane. Ideally situated in the And Forever City township it enjoys a prime location. This flat for resale is the perfect property for you! This ready to move flat is offered at an economical price of INR 63 Lac. The flat is sold in semi-furnished condition. datta mandir are some of the well-known landmarks in this locality.",thane,Ready to Move,Resale,Semi-Furnished,East,2,3,0,Freehold,7,19,6300000.0,7545.0
198,2 BHK Ready to Occupy Flat for sale Bhaskar Colony,This ready to move-in 2 BHK flat is available for sale at the premium Bhaskar Colony in Thane. This is one of the best properties available for sale. This apartment ready to move in the Bhaskar Colony is available for an attractive price of INR 1.93 Cr. The flat is sold in unfurnished condition. godbole hospital are some major landmarks near the apartment.,thane,Ready to Move,New Property,Unfurnished,East,2,2,1 Covered,Freehold,4,30,19300000.0,14846.0
199,3 BHK Ready to Occupy Flat for sale in Project Hiranandani Meadows Thane West,"This beautiful 3 BHK Flat is available for sale in Thane West, Thane. Well-tucked in the Project Hiranandani Meadows township, the property is easily accessible. Your search ends here, because this flat for resale is among the best bargains in town. The ready to move flat in Thane West is all ready for sale at a low-priced budget of INR 2.99 Cr. The flat is semi-furnished and is suitable for any family size. Some of the landmarks in the vicinity include ghanekar auditorium, vasant vihar, thane.",thane,Ready to Move,Resale,Semi-Furnished,West,3,0,"1 Covered,",Freehold,12,27,29900000.000000004,19933.0
